,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,commit_hash,project_name
38481,38481,38481,38481,38481,38481,38481,File,main/java/org/apache/bcel/verifier/structurals/UninitializedObjectType.java,main/java/org/apache/bcel/verifier/structurals/UninitializedObjectType.java,1.0,1.0,1.0,1.0,7.0,0.0,4.0,3.0,,,,1.0,0.0,0.0,,4.0,4.0,1.0,4.0,,0.0,0.0,0.0,4.0,,70.0,8.0,24.0,13.0,7.0,38.0,,,12.0,18.0,11.0,7.0,,,,,2.0,2.0,2.0,1.0,,1.0,,1,58,5,5,5,4,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38482,38482,38482,38482,38482,38482,38482,Public Final Class,maxstack,examples/maxstack.java,7.0,7.0,8.0,1.0,40.0,8.0,32.0,2.0,1.0,12.0,0.0,,1.0,0.0,,,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,,49.0,9.0,34.0,9.0,24.0,8.0,,,16.0,26.0,11.0,22.0,,,,,7.0,7.0,8.0,1.0,1.0,4.0,0.0,0,24,7,7,8,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38483,38483,38483,38483,38483,38483,38483,Public Static Method,maxstack.main(String[]),examples/maxstack.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,40.0,8.0,32.0,8.0,24.0,2.0,17.0,13.0,16.0,25.0,10.0,22.0,7.0,7.0,8.0,1.0,,,,,,4.0,,0,6,7,7,8,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38484,38484,38484,38484,38484,38484,38484,Package,org,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0,0,0,0,0,0,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38485,38485,38485,38485,38485,38485,38485,Package,org.apache,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0,0,0,0,0,0,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38486,38486,38486,38486,38486,38486,38486,Package,org.apache.bcel,main/java/org/apache/bcel/Const.java,1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,,,,22.0,40.0,418.0,19.0,,96.0,377.0,136.0,,0.0,8.0,12.0,116.0,,5910.0,665.0,2542.0,1889.0,1797.0,3093.0,,,1319.0,1528.0,1234.0,434.0,,,,,6.0,6.0,6.0,3.0,,5.0,,1,22,181,177,183,141,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38487,38487,38487,38487,38487,38487,38487,Public Abstract Class,org.apache.bcel.AbstractCounterVisitorTestCase,test/java/org/apache/bcel/AbstractCounterVisitorTestCase.java,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,5.0,1.0,,0.0,0.0,,,4.0,1.0,4.0,29.0,0.0,0.0,1.0,3.0,,26.0,4.0,22.0,7.0,7.0,0.0,,,7.0,12.0,6.0,6.0,,,,,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0,0,4,4,4,3,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38488,38488,38488,38488,38488,38488,38488,Protected Abstract Method,org.apache.bcel.AbstractCounterVisitorTestCase.getTestClass(),test/java/org/apache/bcel/AbstractCounterVisitorTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0,0,0,0,0,0,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38489,38489,38489,38489,38489,38489,38489,Public Method,org.apache.bcel.AbstractCounterVisitorTestCase.getVisitor(),test/java/org/apache/bcel/AbstractCounterVisitorTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,39.0,7.0,0.0,7.0,1.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38490,38490,38490,38490,38490,38490,38490,Public Method,org.apache.bcel.AbstractCounterVisitorTestCase.setUp(),test/java/org/apache/bcel/AbstractCounterVisitorTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,6.0,2.0,2.0,0.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38491,38491,38491,38491,38491,38491,38491,Public Method,org.apache.bcel.AbstractCounterVisitorTestCase.setVisitor(CounterVisitor),test/java/org/apache/bcel/AbstractCounterVisitorTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38492,38492,38492,38492,38492,38492,38492,Public Abstract Class,org.apache.bcel.AbstractTestCase,test/java/org/apache/bcel/AbstractTestCase.java,2.0,2.0,2.0,1.0,12.0,0.0,10.0,1.0,1.0,24.0,13.0,,0.0,4.0,,,12.0,0.0,12.0,25.0,0.0,0.0,10.0,2.0,,169.0,15.0,136.0,38.0,75.0,18.0,,,61.0,93.0,41.0,70.0,,,,,4.0,4.0,4.0,3.0,2.0,2.0,0.0,0,13,28,28,29,14,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38493,38493,38493,38493,38493,38493,38493,Public Method,"org.apache.bcel.AbstractTestCase.createFruitAnnotationEntry(ConstantPoolGen,String,boolean)",test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11.0,0.0,11.0,7.0,7.0,0.0,7.0,1.0,6.0,7.0,5.0,6.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38494,38494,38494,38494,38494,38494,38494,Public Method,org.apache.bcel.AbstractTestCase.createRepos(String),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,0.0,6.0,3.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38495,38495,38495,38495,38495,38495,38495,Protected Method,org.apache.bcel.AbstractTestCase.createTestdataFile(String),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,0.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38496,38496,38496,38496,38496,38496,38496,Protected Method,org.apache.bcel.AbstractTestCase.dumpAnnotationEntries(AnnotationEntryGen[]),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,15.0,3.0,9.0,0.0,5.0,3.0,9.0,12.0,4.0,9.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,0,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38497,38497,38497,38497,38497,38497,38497,Protected Method,org.apache.bcel.AbstractTestCase.dumpAnnotationEntries(AnnotationEntry[]),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,0.0,15.0,3.0,9.0,0.0,5.0,3.0,9.0,12.0,4.0,9.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,0,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38498,38498,38498,38498,38498,38498,38498,Protected Method,org.apache.bcel.AbstractTestCase.dumpAttributes(Attribute[]),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,0.0,15.0,3.0,9.0,0.0,5.0,3.0,9.0,12.0,4.0,9.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,0,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38499,38499,38499,38499,38499,38499,38499,Protected Method,"org.apache.bcel.AbstractTestCase.findAttribute(String,Attribute[])",test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,15.0,0.0,15.0,2.0,9.0,0.0,9.0,5.0,5.0,10.0,3.0,8.0,4.0,4.0,4.0,1.0,,,,,,2.0,,0,0,4,4,4,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38500,38500,38500,38500,38500,38500,38500,Protected Method,"org.apache.bcel.AbstractTestCase.findAttribute(String,JavaClass)",test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,7.0,14.0,0.0,14.0,3.0,8.0,0.0,8.0,5.0,5.0,10.0,4.0,8.0,4.0,4.0,4.0,1.0,,,,,,2.0,,0,0,4,4,4,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38501,38501,38501,38501,38501,38501,38501,Protected Method,"org.apache.bcel.AbstractTestCase.getMethod(JavaClass,String)",test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,11.0,2.0,5.0,0.0,4.0,3.0,3.0,7.0,3.0,5.0,3.0,3.0,3.0,3.0,,,,,,2.0,,0,0,3,3,3,3,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38502,38502,38502,38502,38502,38502,38502,Protected Method,org.apache.bcel.AbstractTestCase.getTestClass(String),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,24.0,4.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38503,38503,38503,38503,38503,38503,38503,Protected Method,org.apache.bcel.AbstractTestCase.wipe(String),test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,0.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,25,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38504,38504,38504,38504,38504,38504,38504,Protected Method,"org.apache.bcel.AbstractTestCase.wipe(String,String)",test/java/org/apache/bcel/AbstractTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,8.0,22.0,0.0,15.0,4.0,9.0,7.0,6.0,3.0,6.0,9.0,4.0,8.0,3.0,3.0,4.0,1.0,,,,,,2.0,,0,47,3,3,4,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38505,38505,38505,38505,38505,38505,38505,Public Class,org.apache.bcel.AnnotationAccessFlagTestCase,test/java/org/apache/bcel/AnnotationAccessFlagTestCase.java,1.0,1.0,1.0,1.0,16.0,0.0,11.0,5.0,1.0,3.0,0.0,,0.0,0.0,,,1.0,0.0,1.0,26.0,0.0,0.0,0.0,1.0,,19.0,0.0,14.0,3.0,8.0,5.0,,,4.0,6.0,3.0,4.0,,,,,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0,36,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38506,38506,38506,38506,38506,38506,38506,Public Method,org.apache.bcel.AnnotationAccessFlagTestCase.testAnnotationClassSaysItIs(),test/java/org/apache/bcel/AnnotationAccessFlagTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,0.0,11.0,2.0,8.0,5.0,3.0,1.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,45,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38507,38507,38507,38507,38507,38507,38507,Public Class,org.apache.bcel.AnnotationDefaultAttributeTestCase,test/java/org/apache/bcel/AnnotationDefaultAttributeTestCase.java,1.0,1.0,1.0,1.0,17.0,0.0,12.0,5.0,1.0,8.0,0.0,,0.0,0.0,,,1.0,0.0,1.0,26.0,0.0,0.0,0.0,1.0,,20.0,0.0,15.0,7.0,9.0,5.0,,,6.0,8.0,6.0,6.0,,,,,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0,33,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38508,38508,38508,38508,38508,38508,38508,Public Method,org.apache.bcel.AnnotationDefaultAttributeTestCase.testMethodAnnotations(),test/java/org/apache/bcel/AnnotationDefaultAttributeTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,12.0,6.0,9.0,5.0,9.0,1.0,6.0,7.0,5.0,6.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,42,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38509,38509,38509,38509,38509,38509,38509,Public Class,org.apache.bcel.AnonymousClassTestCase,test/java/org/apache/bcel/AnonymousClassTestCase.java,1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,2.0,0.0,,0.0,0.0,,,4.0,0.0,4.0,29.0,0.0,0.0,0.0,4.0,,36.0,3.0,33.0,12.0,15.0,0.0,,,12.0,17.0,9.0,12.0,,,,,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0,0,4,4,4,4,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38510,38510,38510,38510,38510,38510,38510,Public Method,org.apache.bcel.AnonymousClassTestCase.testAnonymousInnerClassIsAnonymous(),test/java/org/apache/bcel/AnonymousClassTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,3.0,3.0,0.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38511,38511,38511,38511,38511,38511,38511,Public Method,org.apache.bcel.AnonymousClassTestCase.testNamedInnerClassIsNotAnonymous(),test/java/org/apache/bcel/AnonymousClassTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,8.0,3.0,4.0,0.0,5.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38512,38512,38512,38512,38512,38512,38512,Public Method,org.apache.bcel.AnonymousClassTestCase.testRegularClassIsNotAnonymous(),test/java/org/apache/bcel/AnonymousClassTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,2.0,4.0,0.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38513,38513,38513,38513,38513,38513,38513,Public Method,org.apache.bcel.AnonymousClassTestCase.testStaticInnerClassIsNotAnonymous(),test/java/org/apache/bcel/AnonymousClassTestCase.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,8.0,3.0,4.0,0.0,5.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38514,38514,38514,38514,38514,38514,38514,Public Class,org.apache.bcel.BCELBenchmark,test/java/org/apache/bcel/BCELBenchmark.java,2.0,2.0,2.0,1.0,13.0,2.0,10.0,0.0,1.0,27.0,0.0,,0.0,0.0,,,5.0,0.0,5.0,18.0,0.0,2.0,0.0,3.0,,80.0,17.0,60.0,27.0,33.0,3.0,,,25.0,41.0,23.0,30.0,,,,,4.0,4.0,4.0,1.0,1.0,3.0,0.0,0,5,10,10,10,5,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38515,38515,38515,38515,38515,38515,38515,Public Method,org.apache.bcel.BCELBenchmark.baseline(Blackhole),test/java/org/apache/bcel/BCELBenchmark.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,2.0,9.0,4.0,5.0,3.0,6.0,2.0,4.0,7.0,4.0,5.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,33,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38516,38516,38516,38516,38516,38516,38516,Public Method,org.apache.bcel.BCELBenchmark.generator(Blackhole),test/java/org/apache/bcel/BCELBenchmark.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.0,7.0,21.0,8.0,15.0,0.0,23.0,4.0,12.0,18.0,9.0,15.0,4.0,4.0,4.0,1.0,,,,,,3.0,,0,0,4,4,4,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38517,38517,38517,38517,38517,38517,38517,Private Method,org.apache.bcel.BCELBenchmark.getClasses(JarFile),test/java/org/apache/bcel/BCELBenchmark.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,8.0,1.0,5.0,0.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38518,38518,38518,38518,38518,38518,38518,Anonymous Class,org.apache.bcel.BCELBenchmark.getClasses.(Anon_1),test/java/org/apache/bcel/BCELBenchmark.java,1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,,0.0,0.0,,,1.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,,5.0,0.0,5.0,0.0,4.0,0.0,,,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38519,38519,38519,38519,38519,38519,38519,Public Method,org.apache.bcel.BCELBenchmark.getClasses.(Anon_1).evaluate(JarEntry),test/java/org/apache/bcel/BCELBenchmark.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38520,38520,38520,38520,38520,38520,38520,Private Method,org.apache.bcel.BCELBenchmark.getJarFile(),test/java/org/apache/bcel/BCELBenchmark.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,2.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38521,38521,38521,38521,38521,38521,38521,Public Method,org.apache.bcel.BCELBenchmark.parser(Blackhole),test/java/org/apache/bcel/BCELBenchmark.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,3.0,10.0,5.0,6.0,0.0,10.0,2.0,5.0,8.0,5.0,6.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38522,38522,38522,38522,38522,38522,38522,Public Final Class,org.apache.bcel.Const,main/java/org/apache/bcel/Const.java,1.0,1.0,1.0,1.0,7.0,0.0,2.0,5.0,1.0,4.0,0.0,,15.0,386.0,,,1.0,0.0,16.0,29.0,0.0,1.0,0.0,15.0,,2261.0,363.0,738.0,707.0,647.0,1351.0,,,401.0,418.0,403.0,15.0,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,83,16,16,16,16,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38523,38523,38523,38523,38523,38523,38523,Private Constructor,org.apache.bcel.Const.Const(),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38524,38524,38524,38524,38524,38524,38524,Public Static Method,org.apache.bcel.Const.getAccessName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,67,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38525,38525,38525,38525,38525,38525,38525,Public Static Method,org.apache.bcel.Const.getAttributeName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38526,38526,38526,38526,38526,38526,38526,Public Static Method,org.apache.bcel.Const.getClassTypeName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,33,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38527,38527,38527,38527,38527,38527,38527,Public Static Method,org.apache.bcel.Const.getConstantName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38528,38528,38528,38528,38528,38528,38528,Public Static Method,org.apache.bcel.Const.getConsumeStack(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38529,38529,38529,38529,38529,38529,38529,Public Static Method,org.apache.bcel.Const.getInterfacesImplementedByArrays(),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38530,38530,38530,38530,38530,38530,38530,Public Static Method,org.apache.bcel.Const.getItemName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38531,38531,38531,38531,38531,38531,38531,Public Static Method,org.apache.bcel.Const.getMethodHandleName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38532,38532,38532,38532,38532,38532,38532,Public Static Method,org.apache.bcel.Const.getNoOfOperands(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,0.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,2,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38533,38533,38533,38533,38533,38533,38533,Public Static Method,org.apache.bcel.Const.getOpcodeName(int),main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,13.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
38534,38534,38534,38534,38534,38534,38534,Public Static Method,"org.apache.bcel.Const.getOperandType(int,int)",main/java/org/apache/bcel/Const.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
